,nEvents,nStreams,time,time_std,time_ave,throughput,tput_std,tput_ave
0,20000,1.0,"[1900.697, 1855.179, 1778.27, 1749.086]",69.56326782145874,1820.808,"[10.5225, 10.7806, 11.2469, 11.4345]",0.41866152100075593,10.996125
1,20000,2.0,"[910.8323, 936.0883, 967.8941, 1006.462]",41.322414774016195,955.319175,"[21.9579, 21.3655, 20.6634, 19.8716]",0.9005065500409564,20.9646
2,20000,3.0,"[729.6316, 761.4927, 798.819, 784.2797]",30.155613256849296,768.55575,"[27.4111, 26.2642, 25.037, 25.5011]",1.036965150491247,26.053350000000002
3,20000,4.0,"[653.5478, 671.9645, 698.271, 720.1099]",29.23582512683139,685.9733,"[30.6022, 29.7635, 28.6422, 27.7735]",1.2422632155331126,29.195349999999998
4,20000,5.0,"[630.9932, 656.3568, 677.7429, 708.3665]",32.8070790788106,668.3648499999999,"[31.6961, 30.4712, 29.5097, 28.234]",1.466964495139538,29.97775
5,20000,6.0,"[639.7071, 647.5022, 661.7051, 672.0125]",14.425192449409499,655.231725,"[31.2643, 30.8879, 30.2249, 29.7613]",0.6711159760677231,30.534599999999998
6,20000,7.0,"[595.7895, 608.4571, 614.9309, 604.2512]",8.021415730977074,605.857175,"[33.5689, 32.87, 32.524, 33.0988]",0.43815253337165533,33.015425
7,20000,8.0,"[243.7603, 244.4875, 244.014, 243.0002]",0.6214894421200327,243.81550000000001,"[82.0478, 81.8038, 81.9625, 82.3045]",0.20927596613085123,82.02965
8,20000,9.0,"[223.7393, 222.9335, 222.8128, 223.1802]",0.4113717742707411,223.16645,"[89.3897, 89.7129, 89.7615, 89.6137]",0.16505476868805113,89.61945
9,20000,10.0,"[207.3812, 207.0309, 206.4246, 206.9466]",0.39516462708598143,206.945825,"[96.4408, 96.6039, 96.8877, 96.6433]",0.1846513900119174,96.643925
10,20000,11.0,"[195.2194, 195.6537, 195.6634, 195.7009]",0.22754540206296467,195.55935,"[102.449, 102.221, 102.216, 102.197]",0.11928222834940558,102.27074999999999
11,20000,12.0,"[184.6412, 184.8933, 184.271, 183.9717]",0.40569046492780464,184.4443,"[108.318, 108.171, 108.536, 108.712]",0.23826648246588608,108.43425
12,20000,13.0,"[176.164, 175.8854, 175.6734, 176.1918]",0.24607632284855777,175.97865,"[113.531, 113.71, 113.848, 113.513]",0.15888465417821823,113.6505
13,20000,14.0,"[169.3941, 170.5743, 169.6393, 172.8958]",1.596435547033874,170.625875,"[118.068, 117.251, 117.897, 115.677]",1.0892200190962313,117.22325000000001
14,20000,15.0,"[165.1911, 164.8823, 166.0507, 165.2894]",0.49618537782433003,165.353375,"[121.072, 121.299, 120.445, 121.0]",0.3624665501808464,120.95400000000001
15,20000,16.0,"[162.0042, 161.7687, 162.1146, 162.4098]",0.2661388782196218,162.074325,"[123.454, 123.633, 123.37, 123.145]",0.2025907204192721,123.4005
16,20000,17.0,"[160.2913, 159.0277, 160.1593, 159.8425]",0.5671794425047483,159.8302,"[124.773, 125.764, 124.876, 125.123]",0.4449366996176703,125.134
17,20000,18.0,"[133.6844, 125.1789, 125.0797, 124.7062]",4.352827201562993,127.1623,"[149.606, 159.771, 159.898, 160.377]",5.2112037636871085,157.413
18,20000,19.0,"[120.0923, 121.2217, 122.2206, 121.0916]",0.8704966953795251,121.15655,"[166.539, 164.987, 163.639, 165.164]",1.1861487750980668,165.08225
19,20000,20.0,"[116.7753, 117.1021, 117.0822, 116.8221]",0.17069078036027205,116.945425,"[171.269, 170.791, 170.82, 171.2]",0.24956094779966598,171.01999999999998
