,nEvents,nStreams,time,time_std,time_ave,throughput,tput_std,tput_ave
0,5,1.0,"[0.025854, 0.024457, 0.021887]",0.0020121960640056913,0.024066,"[193.394, 204.44, 228.446]",17.92086705491673,208.76
1,5,2.0,"[0.019542, 0.019606, 0.019624]",4.309679029038313e-05,0.019590666666666666,"[255.859, 255.024, 254.79]",0.5619522518269165,255.22433333333333
2,5,4.0,"[0.024943, 0.026591, 0.024955]",0.0009480281289778973,0.025496333333333333,"[200.457, 188.034, 200.361]",7.144870817586557,196.284
3,5,8.0,"[0.02735, 0.036625, 0.028628]",0.005026776932919674,0.030867666666666665,"[182.815, 136.519, 174.654]",24.712344290522765,164.66266666666667
4,5,12.0,"[0.035471, 0.037496, 0.034718]",0.001436716047101863,0.035895,"[140.96, 133.348, 144.018]",5.494585334672666,139.442
5,5,16.0,"[0.040004, 0.032195, 0.032211]",0.0045039165548812436,0.03480333333333333,"[124.988, 155.304, 155.226]",17.480477605984724,145.17266666666666
6,5,20.0,"[0.034057, 0.033333, 0.033967]",0.00039459515117818073,0.033785666666666665,"[146.813, 150.002, 147.202]",1.7397816912858257,148.00566666666666
