,nStreams,time,throughput,nEvents
0,1.0,0.317662,15.74,5
1,2.0,0.244384,20.4596,5
2,3.0,0.237691,21.0357,5
3,4.0,0.264549,18.9001,5
4,5.0,0.247789,20.1785,5
5,6.0,0.232871,21.4711,5
6,7.0,0.211745,23.6133,5
7,8.0,0.234229,21.3466,5
8,9.0,0.28797,17.3629,5
9,10.0,0.231088,21.6368,5
