,nStreams,time,throughput,nEvents
0,1.0,0.697009,14.347,10
1,2.0,0.415292,24.0794,10
2,3.0,0.416489,24.0102,10
3,4.0,0.390559,25.6043,10
4,5.0,0.458366,21.8166,10
5,6.0,0.416377,24.0167,10
6,7.0,0.447463,22.3482,10
7,8.0,0.514164,19.449,10
8,9.0,0.437653,22.8492,10
9,10.0,0.429569,23.2791,10
